order_id,user_id,product,category,price,quantity,order_date,country,payment_method,rating
O11816,U715,Mouse,Accessories,891.44,1,2023-02-23,Germany,Apple Pay,4.0
O10363,U443,Laptop,Electronics,664.66,3,2023-05-09,USA,Google Pay,2.0
O10505,U749,Headphones,Electronics,1184.72,4,2023-02-28,Germany,,
O11165,U571,Mouse,Accessories,364.44,2,2023-12-28,Poland,Card,1.0
O11121,U475,Tablet,Electronics,224.43,5,2023-06-13,Spain,Bank Transfer,3.0
O11629,U292,Monitor,Electronics,621.42,3,2023-04-16,UK,Bank Transfer,5.0
O11216,U874,Headphones,Electronics,1195.02,5,2023-04-28,Spain,PayPal,2.0
O11151,U988,Keyboard,Accessories,566.32,4,2023-11-30,USA,Google Pay,2.0
O11124,U278,Smartwatch,Electronics,975.49,5,2023-07-25,Germany,PayPal,5.0
O11594,U886,Tablet,Electronics,801.7,5,2023-02-09,Italy,PayPal,4.0
O10118,U429,Headphones,Electronics,1110.91,3,2023-01-12,Italy,Bank Transfer,
O11249,U811,Monitor,Electronics,737.83,2,2023-04-30,Spain,Card,2.0
O10400,U614,Tablet,Electronics,21.83,4,2023-05-16,France,PayPal,5.0
O10522,U739,Monitor,Electronics,1470.08,3,2023-09-04,Italy,PayPal,1.0
O10513,U263,Mouse,Accessories,794.53,4,2023-10-24,Canada,Apple Pay,2.0
O10081,U849,Tablet,Electronics,155.86,1,2023-04-04,Poland,Bank Transfer,
O10915,U915,Laptop,Electronics,675.34,1,2023-07-29,Italy,Bank Transfer,5.0
O11018,U471,Router,Networking,981.69,5,2023-10-10,Canada,Bank Transfer,4.0
O10380,U376,Laptop,Electronics,186.21,5,2023-04-28,France,Google Pay,5.0
O11029,U886,Monitor,Electronics,399.98,4,2023-08-31,Germany,Bank Transfer,4.0
O11688,U889,Tablet,Electronics,951.14,2,2023-02-25,Spain,Bank Transfer,5.0
O10084,U322,Speaker,Electronics,959.94,2,2023-06-29,USA,Card,1.0
O11677,U153,Printer,Office,213.7,4,2023-12-22,USA,Google Pay,5.0
O10329,U916,Router,Networking,346.43,1,2023-11-28,Canada,Apple Pay,5.0
O10006,U666,Printer,Office,1182.06,3,2023-12-30,USA,Google Pay,
O10745,U240,Keyboard,Accessories,103.75,4,2023-10-16,Canada,Bank Transfer,4.0
O11553,U260,Camera,Electronics,798.4,4,2023-09-30,Germany,Apple Pay,3.0
O10914,U849,Headphones,Electronics,1195.83,4,2023-12-21,Poland,Bank Transfer,1.0
O10873,U482,Mouse,Accessories,1349.39,2,2023-06-15,Canada,Bank Transfer,
O10451,U889,Keyboard,Accessories,834.14,2,2023-04-24,France,Bank Transfer,2.0
O10490,U319,Printer,Office,104.44,4,2023-06-12,Germany,Google Pay,4.0
O11480,U970,Headphones,Electronics,787.18,5,2023-10-05,,Apple Pay,2.0
O10287,U332,Router,Networking,144.47,3,2023-04-23,Italy,Bank Transfer,4.0
O10948,U971,Mouse,Accessories,834.98,2,2023-02-13,Canada,Bank Transfer,2.0
O11382,U708,Router,Networking,,1,2023-09-21,Germany,Card,3.0
O11368,U448,Mouse,Accessories,1071.32,3,2023-03-05,UK,Bank Transfer,5.0
O11146,U727,Keyboard,Accessories,1051.6,1,2023-01-24,Italy,Apple Pay,1.0
O10705,U381,Router,Networking,878.53,3,2023-03-17,UK,Apple Pay,5.0
O11726,U378,Printer,Office,433.92,2,2023-01-23,USA,Card,1.0
O11701,U390,Mouse,Accessories,123.14,3,2023-10-03,France,Apple Pay,4.0
O11628,U827,Tablet,Electronics,569.48,2,2023-02-20,Germany,Card,1.0
O11599,U704,Printer,Office,628.77,2,2023-07-28,Germany,Card,2.0
O11538,U719,Smartphone,Electronics,1200.18,4,2023-03-19,UK,PayPal,3.0
O11405,U597,Camera,Electronics,1362.34,4,2023-10-03,Canada,PayPal,4.0
O11650,U249,Printer,Office,998.97,5,2023-04-15,France,Google Pay,2.0
O10327,U761,Smartwatch,Electronics,757.33,2,2023-07-30,Italy,PayPal,2.0
O10442,U535,Router,Networking,703.68,4,2023-05-19,USA,Bank Transfer,4.0
O10774,U956,Camera,Electronics,569.25,1,2023-04-17,Germany,Google Pay,2.0
O11087,U636,Keyboard,Accessories,601.86,5,2023-07-16,France,Card,1.0
O11220,U298,Laptop,Electronics,827.63,2,2023-11-30,Italy,Google Pay,3.0
O11635,U703,Laptop,Electronics,756.34,5,2023-04-26,UK,Google Pay,5.0
O10177,U878,Speaker,Electronics,870.22,5,2023-11-24,Spain,Apple Pay,4.0
O11322,U378,Smartphone,Electronics,569.04,3,2023-04-09,Spain,Bank Transfer,3.0
O10704,U355,Tablet,Electronics,352.84,4,2023-07-16,Poland,Apple Pay,3.0
O10086,U574,Camera,Electronics,1416.96,2,2023-06-09,Canada,PayPal,5.0
O11883,U990,Smartphone,Electronics,183.05,5,2023-02-10,Spain,PayPal,5.0
O11947,U954,Tablet,Electronics,23.47,1,2023-01-26,USA,Google Pay,3.0
O10457,U562,Tablet,Electronics,263.93,5,2023-08-01,Canada,Bank Transfer,1.0
O11828,U578,Printer,Office,700.95,5,2023-07-05,Germany,Card,5.0
O10054,U294,Mouse,Accessories,501.59,4,2023-05-15,USA,PayPal,4.0
O11501,U125,Camera,Electronics,323.37,2,2023-08-25,Spain,Card,5.0
O10643,U520,Monitor,Electronics,578.43,4,2023-06-28,UK,Google Pay,1.0
O10677,U981,Tablet,Electronics,1041.2,2,2023-08-29,Poland,Bank Transfer,1.0
O10221,U996,Router,Networking,971.53,2,2023-01-02,France,Google Pay,5.0
O10113,U157,Monitor,Electronics,1305.53,5,2023-05-14,Germany,Card,1.0
O10982,U380,Mouse,Accessories,1367.99,5,2023-05-28,Italy,Google Pay,2.0
O11228,U655,Tablet,Electronics,639.07,3,2023-06-11,Canada,Apple Pay,4.0
O10999,U916,Router,Networking,244.63,3,2023-07-01,Spain,Google Pay,4.0
O10174,U194,Router,Networking,717.93,3,2023-04-04,Canada,Card,5.0
O10781,U102,Headphones,Electronics,330.84,1,2023-11-07,USA,,3.0
O10589,U494,Tablet,Electronics,29.93,3,2023-05-06,Italy,Apple Pay,2.0
O11559,U817,Camera,Electronics,816.38,5,2023-08-06,UK,Card,4.0
O10018,U491,Laptop,Electronics,28.17,3,2023-03-22,UK,Bank Transfer,4.0
O10423,U651,Router,Networking,934.72,4,2023-04-13,Canada,Card,5.0
O11343,U745,Mouse,Accessories,,1,2023-02-21,Spain,Bank Transfer,4.0
O10285,U650,Smartwatch,Electronics,1233.52,5,2023-06-07,France,Apple Pay,2.0
O11583,U600,Speaker,Electronics,393.17,1,2023-11-28,USA,Google Pay,4.0
O10428,U841,Printer,Office,635.91,3,2023-09-03,Italy,Card,2.0
O11509,U776,Laptop,Electronics,890.43,3,2023-04-11,Germany,Google Pay,4.0
O11318,U650,Router,Networking,1303.42,3,2023-03-22,France,Google Pay,3.0
O10669,U709,Keyboard,Accessories,117.23,1,2023-06-06,Canada,Google Pay,4.0
O10031,U732,Router,Networking,547.32,1,2023-10-10,Spain,PayPal,5.0
O10940,U701,Headphones,Electronics,1345.91,1,2023-01-17,France,PayPal,2.0
O10722,U579,Router,Networking,1175.33,1,2023-05-19,Canada,PayPal,1.0
O10994,U228,Printer,Office,54.83,3,2023-03-29,UK,Apple Pay,1.0
O10214,U107,Router,Networking,1468.82,2,2023-12-15,France,Bank Transfer,1.0
O10813,U148,Smartphone,Electronics,1274.93,4,2023-11-09,Italy,Apple Pay,1.0
O10326,U408,Smartphone,Electronics,518.61,5,2023-04-29,,PayPal,4.0
O10560,U548,Keyboard,Accessories,87.56,3,2023-12-28,Italy,Card,3.0
O11112,U444,Camera,Electronics,313.99,2,2023-02-03,USA,PayPal,3.0
O10700,U190,Printer,Office,1488.81,5,2023-06-30,Italy,PayPal,3.0
O11578,U602,Tablet,Electronics,328.25,4,2023-11-28,Spain,Card,3.0
O11189,U893,Speaker,Electronics,425.5,4,2023-01-27,Poland,Apple Pay,4.0
O10341,U729,Speaker,Electronics,367.32,2,2023-07-14,France,PayPal,2.0
O10629,U394,Printer,Office,1006.94,4,2023-10-17,Spain,Apple Pay,3.0
O10147,U829,Smartwatch,Electronics,546.87,2,2023-03-19,Germany,Apple Pay,4.0
O11309,U124,Speaker,Electronics,1391.82,4,2023-07-01,Canada,Bank Transfer,
O10360,U258,Mouse,Accessories,1133.59,5,2023-03-18,Italy,Google Pay,4.0
O10083,U861,Camera,Electronics,707.72,5,2023-01-23,Germany,Card,4.0
O10048,U108,Keyboard,Accessories,1347.88,5,2023-06-09,Germany,Bank Transfer,2.0
O10468,U231,Camera,Electronics,1317.44,5,2023-07-05,France,Card,3.0
O10155,U372,Tablet,Electronics,578.38,2,2023-02-08,France,Google Pay,2.0
O10772,U486,Smartphone,Electronics,750.38,5,2023-06-23,Canada,Card,4.0
O11239,U184,Laptop,Electronics,278.39,2,2023-04-16,Italy,Google Pay,4.0
O11200,U738,Smartphone,Electronics,717.54,2,2023-05-10,France,Card,1.0
O11402,U581,Smartphone,Electronics,1369.22,5,2023-03-16,Italy,PayPal,2.0
O11202,U173,Tablet,Electronics,1041.27,1,2023-07-22,Canada,Apple Pay,4.0
O11630,U367,Headphones,Electronics,274.08,4,2023-09-24,USA,Apple Pay,3.0
O10500,U453,Camera,Electronics,794.62,5,2023-03-02,Canada,Bank Transfer,3.0
O11764,U248,Mouse,Accessories,1230.42,3,2023-10-02,Germany,PayPal,4.0
O10179,U231,Camera,Electronics,1004.49,2,2023-03-03,Poland,Apple Pay,2.0
O11047,U280,Tablet,Electronics,633.94,2,2023-02-16,Canada,PayPal,3.0
O11755,U412,Mouse,Accessories,1369.16,2,2023-08-23,Germany,PayPal,2.0
O10950,U497,Router,Networking,1130.04,2,2023-05-08,Canada,Bank Transfer,2.0
O11316,U382,Speaker,Electronics,1414.71,1,2023-01-17,Poland,Bank Transfer,2.0
O11619,U178,Smartphone,Electronics,1324.93,1,2023-03-07,Canada,Bank Transfer,5.0
O10528,U317,Mouse,Accessories,381.62,4,2023-09-05,Spain,Apple Pay,1.0
O10346,U981,Monitor,Electronics,1299.04,4,2023-09-08,Spain,Bank Transfer,
O11387,U192,Smartphone,Electronics,104.36,1,2023-08-20,Poland,Card,1.0
O10977,U619,Router,Networking,1212.36,5,2023-10-19,Poland,Google Pay,5.0
O11050,U772,Tablet,Electronics,880.97,3,2023-11-04,Spain,PayPal,1.0
O11271,U719,Router,Networking,249.19,1,2023-01-11,Canada,Google Pay,4.0
O11441,U214,Camera,Electronics,768.95,1,2023-11-25,Poland,PayPal,5.0
O10601,U379,Smartwatch,Electronics,1450.3,4,2023-04-02,Italy,Bank Transfer,
O11281,U694,Speaker,Electronics,1201.04,5,2023-08-09,USA,PayPal,2.0
O10243,U965,Mouse,Accessories,1203.14,4,2023-04-12,Italy,PayPal,1.0
O11336,U562,Headphones,Electronics,1462.86,2,2023-03-15,Poland,Google Pay,3.0
O11067,U295,Headphones,Electronics,1234.32,4,2023-07-29,Poland,Bank Transfer,3.0
O11475,U838,Smartwatch,Electronics,401.51,1,2023-01-27,USA,Google Pay,1.0
O10312,U524,Tablet,Electronics,1048.57,1,2023-04-12,Germany,PayPal,1.0
O10435,U492,Smartphone,Electronics,217.05,1,2023-04-30,Poland,Apple Pay,5.0
O11898,U962,Camera,Electronics,370.86,2,2023-04-22,Poland,Card,
O11328,U527,Laptop,Electronics,226.39,5,2023-03-23,Poland,PayPal,3.0
O10308,U951,Printer,Office,193.62,1,2023-08-24,Poland,Bank Transfer,3.0
O10430,U437,Router,Networking,376.98,5,2023-06-30,UK,Apple Pay,1.0
O10660,U508,Router,Networking,900.79,5,2023-06-20,Spain,Bank Transfer,
O10370,U425,Smartphone,Electronics,725.51,3,2023-12-09,Poland,Card,4.0
O10566,U140,Smartwatch,Electronics,806.77,3,2023-07-02,UK,PayPal,1.0
O10979,U279,Keyboard,Accessories,445.24,2,2023-03-12,Poland,Bank Transfer,3.0
O10181,U521,Speaker,Electronics,577.88,3,2023-05-05,France,Google Pay,3.0
O11362,U787,Router,Networking,458.88,2,2023-05-03,Poland,PayPal,
O10621,U124,Router,Networking,41.19,1,2023-10-19,Canada,Card,4.0
O10818,U770,Tablet,Electronics,342.15,1,2023-12-14,Italy,Google Pay,5.0
O11192,U646,Tablet,Electronics,727.06,5,2023-06-03,USA,PayPal,4.0
O10952,U383,Router,Networking,1362.73,4,2023-12-12,Germany,Card,3.0
O11421,U434,Router,Networking,487.27,2,2023-06-06,Canada,Card,3.0
O11840,U720,Tablet,Electronics,,4,2023-03-28,Italy,Bank Transfer,3.0
O10922,U186,Smartwatch,Electronics,548.02,4,2023-05-12,UK,Bank Transfer,2.0
O11073,U978,Laptop,Electronics,138.56,5,2023-05-03,UK,Card,1.0
O10296,U581,Headphones,Electronics,1160.2,2,2023-01-26,Canada,Bank Transfer,2.0
O10966,U224,Printer,Office,313.18,2,2023-03-24,Spain,Google Pay,2.0
O10461,U235,Keyboard,Accessories,1318.16,5,2023-04-21,Poland,Google Pay,3.0
O11302,U790,Speaker,Electronics,701.33,3,2023-05-08,Germany,Apple Pay,3.0
O11176,U709,Mouse,Accessories,749.58,1,2023-02-11,UK,Card,5.0
O10377,U138,Camera,Electronics,793.27,4,2023-03-15,Germany,PayPal,3.0
O10798,U481,Headphones,Electronics,380.72,3,2023-04-28,Germany,Google Pay,
O11102,U344,Smartphone,Electronics,854.56,3,2023-05-17,UK,Bank Transfer,3.0
O10105,U733,Camera,Electronics,1057.43,2,2023-10-10,Germany,Card,1.0
O10126,U323,Printer,Office,577.17,1,2023-05-26,Poland,Apple Pay,
O10613,U262,Speaker,Electronics,911.13,4,2023-12-31,France,PayPal,2.0
O10838,U176,Tablet,Electronics,501.43,5,2023-04-14,USA,Google Pay,5.0
O10355,U244,Monitor,Electronics,1260.41,2,2023-04-24,Poland,Card,5.0
O11616,U584,Smartphone,Electronics,,5,2023-04-28,France,Apple Pay,2.0
O10682,U527,Tablet,Electronics,265.31,5,2023-01-08,Canada,Google Pay,5.0
O10812,U284,Smartphone,Electronics,321.14,4,2023-08-27,Italy,Google Pay,4.0
O11680,U856,Camera,Electronics,336.04,4,2023-01-01,Spain,Card,2.0
O10209,U528,Speaker,Electronics,1349.12,5,2023-11-01,Germany,Card,3.0
O11492,U587,Printer,Office,745.66,1,2023-08-19,Spain,Google Pay,3.0
O10140,U283,Smartphone,Electronics,1052.51,5,2023-05-18,France,Card,5.0
O10192,U649,Tablet,Electronics,1243.66,2,2023-12-26,Canada,Card,2.0
O11339,U993,Laptop,Electronics,902.29,2,2023-06-28,USA,,3.0
O11797,U884,Router,Networking,1206.4,1,2023-03-02,Poland,Bank Transfer,4.0
O11574,U481,Mouse,Accessories,227.95,4,2023-08-26,Germany,Google Pay,5.0
O11181,U888,Smartwatch,Electronics,274.38,1,2023-08-07,Poland,Card,5.0
O11393,U793,Camera,Electronics,134.57,2,2023-06-02,Canada,PayPal,2.0
O11815,U769,Keyboard,Accessories,461.54,1,2023-07-14,Poland,Card,3.0
O10711,U635,Smartphone,Electronics,511.64,2,2023-01-24,Spain,Bank Transfer,4.0
O11793,U427,Camera,Electronics,1240.76,1,2023-02-17,UK,Bank Transfer,5.0
O10892,U695,Monitor,Electronics,346.35,5,2023-09-07,Poland,Apple Pay,2.0
O10859,U975,Router,Networking,971.01,2,2023-03-16,Italy,PayPal,3.0
O10010,U134,Monitor,Electronics,671.43,4,2023-09-21,Poland,,5.0
O11694,U481,Mouse,Accessories,324.71,4,2023-12-21,Poland,PayPal,5.0
O11427,U748,Monitor,Electronics,952.66,5,2023-02-14,UK,PayPal,1.0
O10282,U444,Headphones,Electronics,1068.38,3,2023-02-14,,PayPal,5.0
O10810,U998,Smartwatch,Electronics,775.63,3,2023-09-28,Poland,Apple Pay,1.0
O11341,U678,Smartphone,Electronics,217.99,2,2023-02-20,UK,Card,1.0
O10291,U291,Monitor,Electronics,1160.86,4,2023-08-07,USA,Card,4.0
O10754,U502,Tablet,Electronics,459.99,4,2023-04-18,UK,Apple Pay,4.0
O10626,U144,Printer,Office,1216.19,5,2023-10-17,UK,Card,
O10943,U159,Speaker,Electronics,1176.63,5,2023-06-12,Poland,Bank Transfer,1.0
O10861,U144,Keyboard,Accessories,1323.84,3,2023-01-07,UK,PayPal,
O10129,U962,Mouse,Accessories,,4,2023-07-16,UK,Card,4.0
O11175,U558,Laptop,Electronics,637.74,5,2023-01-22,Germany,Card,5.0
O10323,U908,Smartwatch,Electronics,689.43,3,2023-05-07,Canada,PayPal,2.0
O11090,U637,Laptop,Electronics,1177.99,3,2023-11-05,UK,Card,5.0
O10843,U600,Mouse,Accessories,1339.73,5,2023-10-31,Canada,Google Pay,2.0
O10963,U292,Headphones,Electronics,1288.64,3,2023-01-22,Poland,Bank Transfer,3.0
O11864,U912,Laptop,Electronics,1020.47,3,2023-09-30,France,Google Pay,3.0
O10865,U408,Smartwatch,Electronics,112.34,4,2023-08-19,UK,PayPal,
O10921,U261,Smartphone,Electronics,1002.01,2,2023-06-24,France,Apple Pay,5.0
O10695,U550,Smartphone,Electronics,395.66,3,2023-12-15,Spain,Card,5.0
O10215,U427,Keyboard,Accessories,348.52,3,2023-09-12,Germany,PayPal,1.0
O11780,U767,Printer,Office,441.34,3,2023-01-31,Germany,Bank Transfer,3.0
O11261,U891,Keyboard,Accessories,412.51,1,2023-05-20,Italy,Card,3.0
O10158,U875,Smartwatch,Electronics,148.64,2,2023-04-21,France,Apple Pay,3.0
O11058,U354,Headphones,Electronics,552.5,2,2023-06-30,USA,Bank Transfer,5.0
O10988,U377,Laptop,Electronics,991.45,3,2023-06-14,France,PayPal,4.0
O10841,U958,Keyboard,Accessories,1206.0,5,2023-12-31,UK,Bank Transfer,2.0
O10634,U277,Headphones,Electronics,126.23,2,2023-01-14,Poland,Bank Transfer,4.0
O10516,U725,Tablet,Electronics,1288.63,3,2023-10-10,Spain,Google Pay,2.0
O11428,U213,Headphones,Electronics,1106.84,3,2023-01-30,Italy,PayPal,2.0
O11747,U203,Monitor,Electronics,1260.76,1,2023-03-11,UK,Card,2.0
O10597,U835,Monitor,Electronics,918.18,4,2023-04-19,Canada,,2.0
O10195,U232,Mouse,Accessories,1399.54,4,2023-11-20,France,Apple Pay,5.0
O11783,U306,Headphones,Electronics,89.65,3,2023-06-16,UK,Apple Pay,2.0
O10869,U683,Speaker,Electronics,1460.15,1,2023-10-23,USA,PayPal,3.0
O10410,U561,Headphones,Electronics,1017.97,2,2023-06-07,USA,PayPal,5.0
O10096,U897,Headphones,Electronics,1115.06,3,2023-12-27,Germany,PayPal,5.0
O11000,U895,Speaker,Electronics,871.53,4,2023-06-15,Italy,PayPal,4.0
O11505,U977,Tablet,Electronics,495.87,4,2023-12-04,Italy,Apple Pay,2.0
O10156,U244,Keyboard,Accessories,504.7,4,2023-01-25,UK,Apple Pay,2.0
O10419,U616,Laptop,Electronics,911.78,3,2023-10-14,France,Apple Pay,4.0
O11802,U575,Smartphone,Electronics,384.08,1,2023-03-30,Spain,Apple Pay,4.0
O10477,U580,Printer,Office,238.23,1,2023-07-02,Spain,Card,1.0
O11855,U449,Smartwatch,Electronics,,1,2023-07-15,Italy,Google Pay,4.0
O10668,U158,Smartphone,Electronics,450.89,5,2023-08-02,Spain,PayPal,2.0
O11417,U488,Printer,Office,656.61,4,2023-12-21,UK,Apple Pay,4.0
O11871,U649,Keyboard,Accessories,284.68,1,2023-06-09,Poland,Bank Transfer,3.0
O11299,U399,Headphones,Electronics,1078.76,3,2023-12-31,USA,Google Pay,2.0
O10447,U248,Smartphone,Electronics,804.85,2,2023-09-23,Germany,Bank Transfer,1.0
O10553,U579,Headphones,Electronics,1305.46,2,2023-08-04,Spain,PayPal,3.0
O10178,U264,Smartwatch,Electronics,318.41,3,2023-08-01,Italy,Google Pay,5.0
O10390,U799,Headphones,Electronics,1082.04,1,2023-10-07,Germany,PayPal,5.0
O10578,U486,Laptop,Electronics,1116.65,5,2023-06-15,Spain,Google Pay,3.0
O11477,U485,Smartwatch,Electronics,758.47,4,2023-01-25,Spain,Card,4.0
O11706,U650,Laptop,Electronics,1295.58,2,2023-11-29,Italy,Card,3.0
O11287,U266,Laptop,Electronics,463.9,2,2023-01-01,Poland,Google Pay,4.0
O11644,U910,Monitor,Electronics,1316.13,3,2023-06-12,UK,Google Pay,3.0
O11023,U171,Camera,Electronics,1483.48,3,2023-03-30,Spain,Card,1.0
O10820,U906,Mouse,Accessories,1177.3,5,2023-11-14,France,PayPal,4.0
O11824,U399,Printer,Office,1298.65,3,2023-04-23,Italy,Bank Transfer,1.0
O10984,U985,Speaker,Electronics,1051.8,5,2023-11-14,Canada,Apple Pay,2.0
O11338,U773,Tablet,Electronics,1277.92,3,2023-04-29,Canada,Apple Pay,1.0
O10664,U132,Monitor,Electronics,45.98,5,2023-06-02,Canada,PayPal,4.0
O10142,U851,Tablet,Electronics,534.17,3,2023-02-12,Spain,Card,2.0
O11516,U185,Mouse,Accessories,1123.53,3,2023-02-17,Poland,Apple Pay,3.0
O11429,U897,Camera,Electronics,,1,2023-09-10,UK,Bank Transfer,1.0
O10864,U306,Smartphone,Electronics,1042.99,1,2023-09-21,Italy,Apple Pay,5.0
O10421,U198,Camera,Electronics,1048.65,1,2023-03-24,Italy,Apple Pay,1.0
O10636,U859,Camera,Electronics,421.69,2,2023-12-04,Spain,PayPal,4.0
O11406,U287,Headphones,Electronics,301.54,5,2023-01-01,Canada,Bank Transfer,2.0
O10799,U274,Laptop,Electronics,932.12,5,2023-05-17,Canada,Google Pay,4.0
O11403,U358,Printer,Office,544.73,3,2023-02-08,USA,Card,2.0
O10615,U905,Camera,Electronics,1341.77,3,2023-03-04,Italy,Google Pay,2.0
O10294,U480,Camera,Electronics,680.02,3,2023-08-15,Canada,Bank Transfer,3.0
O10923,U769,Tablet,Electronics,178.44,1,2023-03-07,France,Apple Pay,5.0
O11268,U919,Smartphone,Electronics,815.26,3,2023-11-26,France,Apple Pay,4.0
O11902,U287,Camera,Electronics,648.37,3,2023-04-17,USA,Card,3.0
O10088,U941,Tablet,Electronics,946.39,1,2023-06-17,USA,,2.0
O10041,U223,Headphones,Electronics,1228.32,1,2023-07-20,Italy,Apple Pay,3.0
O11801,U187,Smartwatch,Electronics,1484.24,2,2023-03-06,Poland,Google Pay,5.0
O11933,U972,Keyboard,Accessories,643.26,5,2023-08-20,Poland,Card,5.0
O10131,U556,Router,Networking,579.22,5,2023-03-19,Poland,PayPal,1.0
O11001,U907,Smartwatch,Electronics,354.88,4,2023-10-25,Poland,PayPal,2.0
O11157,U489,Mouse,Accessories,1397.62,2,2023-12-16,USA,Apple Pay,2.0
O11094,U509,Smartphone,Electronics,1302.31,1,2023-02-06,UK,Apple Pay,5.0
O11854,U589,Monitor,Electronics,110.6,4,2023-08-21,France,Card,
O11344,U816,Keyboard,Accessories,1089.17,1,2023-08-07,Germany,Apple Pay,3.0
O11498,U908,Headphones,Electronics,506.56,1,2023-10-15,UK,Google Pay,3.0
O10164,U105,Speaker,Electronics,627.39,4,2023-08-11,Germany,Bank Transfer,3.0
O10724,U852,Router,Networking,212.31,5,2023-04-12,France,PayPal,3.0
O10290,U295,Router,Networking,600.38,5,2023-10-05,,Google Pay,2.0
O11208,U200,Monitor,Electronics,1317.39,2,2023-07-31,,Bank Transfer,3.0
O11588,U742,Smartwatch,Electronics,656.91,1,2023-07-08,,Apple Pay,2.0
O11896,U665,Router,Networking,1197.76,3,2023-06-24,UK,PayPal,4.0
O11641,U369,Laptop,Electronics,212.87,1,2023-10-07,Germany,Card,5.0
O11361,U577,Printer,Office,965.67,5,2023-10-20,France,Apple Pay,3.0
O10778,U965,Camera,Electronics,233.69,4,2023-01-18,France,Card,3.0
O10839,U992,Mouse,Accessories,1270.41,3,2023-07-01,Poland,Card,1.0
O10348,U158,Printer,Office,,5,2023-09-02,Italy,Google Pay,2.0
O11944,U804,Mouse,Accessories,347.3,5,2023-05-07,Germany,PayPal,
O10571,U788,Smartphone,Electronics,961.87,5,2023-08-03,Germany,Google Pay,4.0
O10917,U610,Camera,Electronics,900.91,5,2023-01-25,Spain,Apple Pay,3.0
O10976,U240,Keyboard,Accessories,812.34,4,2023-01-12,Canada,Google Pay,5.0
O11913,U566,Smartphone,Electronics,1387.14,3,2023-07-21,France,PayPal,4.0
O11468,U492,Speaker,Electronics,86.39,3,2023-12-12,Germany,PayPal,4.0
O11591,U414,Keyboard,Accessories,1280.91,3,2023-11-14,France,PayPal,5.0
O11317,U628,Headphones,Electronics,685.92,4,2023-01-19,,PayPal,2.0
O11844,U220,Camera,Electronics,335.02,4,2023-05-12,,Apple Pay,1.0
O10136,U677,Laptop,Electronics,218.34,5,2023-12-07,Canada,PayPal,5.0
O10458,U143,Keyboard,Accessories,1448.39,3,2023-03-29,Spain,Bank Transfer,4.0
O10375,U243,Monitor,Electronics,1208.48,3,2023-05-16,Canada,Bank Transfer,1.0
O11342,U368,Speaker,Electronics,735.65,1,2023-01-07,USA,PayPal,3.0
O10333,U394,Camera,Electronics,917.16,2,2023-09-19,Germany,Google Pay,2.0
O11159,U525,Printer,Office,101.0,1,2023-07-16,Canada,Bank Transfer,2.0
O11760,U489,Laptop,Electronics,1237.69,3,2023-09-28,Poland,,2.0
O11457,U285,Camera,Electronics,1282.63,2,2023-02-20,Germany,Google Pay,3.0
O10816,U743,Mouse,Accessories,1099.27,3,2023-03-03,France,PayPal,3.0
O11114,U641,Laptop,Electronics,282.44,2,2023-01-10,UK,Google Pay,4.0
O11005,U621,Router,Networking,207.05,2,2023-07-20,France,Bank Transfer,1.0
O11856,U539,Mouse,Accessories,175.79,2,2023-06-03,Germany,Bank Transfer,4.0
O11135,U251,Keyboard,Accessories,510.79,1,2023-06-23,USA,Apple Pay,2.0
O11850,U580,Printer,Office,1098.35,5,2023-08-14,Poland,Card,2.0
O10910,U246,Monitor,Electronics,412.93,1,2023-01-06,Canada,Card,2.0
O11929,U902,Smartphone,Electronics,586.94,1,2023-11-14,Poland,Card,3.0
O11125,U847,Headphones,Electronics,244.03,2,2023-10-03,Poland,Apple Pay,1.0
O10328,U813,Tablet,Electronics,822.87,3,2023-05-11,USA,Bank Transfer,3.0
O11247,U185,Speaker,Electronics,505.27,5,2023-02-13,Italy,PayPal,2.0
O10318,U971,Camera,Electronics,316.22,4,2023-11-01,Poland,Apple Pay,4.0
O11689,U122,Tablet,Electronics,1225.56,2,2023-06-18,France,Apple Pay,4.0
O11358,U951,Laptop,Electronics,470.1,2,2023-08-02,Germany,Card,1.0
O11732,U674,Printer,Office,1377.1,4,2023-08-17,Poland,Card,4.0
O10167,U399,Mouse,Accessories,811.85,2,2023-06-22,Poland,Card,2.0
O10012,U501,Tablet,Electronics,860.2,5,2023-07-10,Germany,Bank Transfer,4.0
O11926,U911,Monitor,Electronics,1395.78,3,2023-11-13,Poland,Apple Pay,3.0
O10171,U360,Camera,Electronics,96.7,2,2023-01-10,Italy,PayPal,1.0
O10649,U326,Laptop,Electronics,660.44,2,2023-09-13,,Card,3.0
O11061,U860,Printer,Office,784.1,5,2023-01-30,Poland,Apple Pay,5.0
O10260,U476,Camera,Electronics,879.52,4,2023-08-27,Spain,PayPal,4.0
O11366,U618,Headphones,Electronics,186.35,3,2023-05-08,Germany,Bank Transfer,1.0
O11548,U518,Smartwatch,Electronics,146.01,1,2023-03-28,Italy,Google Pay,
O10901,U516,Printer,Office,774.58,5,2023-06-29,Germany,Google Pay,5.0
O10672,U332,Tablet,Electronics,973.99,4,2023-10-05,Canada,PayPal,2.0
O10258,U913,Headphones,Electronics,588.27,3,2023-02-08,USA,Google Pay,3.0
O10844,U794,Speaker,Electronics,41.28,2,2023-12-22,Spain,Bank Transfer,5.0
